titulo,empresa,ubicacion,salario,modalidad,jornada,Area,habilidades_hard,habilidades_soft
"Technical QA Engineer, Asset","NinjaOne, LLC","Quito, Pichincha",,Remoto,tiempo completo,QA,"git, excel, machine learning, linux, windows, macos, esxi, hyper-v, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas, atención al detalle, proactividad"
Tracking And QA Analyst,Launch Potato,"Quito, Pichincha",,Remoto,tiempo completo,QA,"c++, git, excel, power bi, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, proactividad, inglés avanzado, multitarea"
Mobile QA Engineer,Shockoe,"Quito, Pichincha",,,tiempo completo,QA,"sql, git, jira, appium, excel, restful apis, scrum, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, aprendizaje continuo, atención al detalle, proactividad, creatividad"
QA Functional Analyst,SOFTWARE ESTRATEGICO S.A.S,"Quito, Pichincha",,,tiempo completo,QA,"java, javascript, sql, jenkins, git, jira, appium, restful apis, machine learning, protractor, casos de prueba, test automation, test planning","gestión del tiempo, inglés avanzado, atención al detalle, comunicación, pensamiento crítico"
QA Engineer,Perform,"Quito, Pichincha",,,tiempo completo,QA,"java, c#, aws, azure, jenkins, excel, ci/cd, devops, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas"
QA Automation Engineer Sector Financiero,Devsu,"Quito, Pichincha",,Remoto,tiempo completo,QA,"git, cypress, appium, excel, scrum, ci/cd, machine learning, karate, serenity, k6, testcafe, protractor, pruebas manuales, pruebas automatizadas, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, mentoría"
QA Analyst Senior - Remote Work,BairesDev,"Anywhere, Pichincha",,Remoto,tiempo completo,QA,"sql, excel, microservicios, scrum, ci/cd, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
QA Automation,Neoris,"Quito, Pichincha",,,tiempo completo,QA,"azure, git, jira, postman, soap ui, restful apis, devops, serenity, pruebas manuales, pruebas automatizadas, casos de prueba, test automation","trabajo en equipo, aprendizaje continuo, creatividad"
Analista De Calidad (QA),Tipti S.A.,"Quito, Pichincha",,,tiempo completo,QA,"git, jira, scrum, ci/cd, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo"
Ingeniero QA Automation,Bayteq,"Quito, Pichincha",,,tiempo completo,QA,"c#, selenium, jmeter, postman, soap ui, excel, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, aprendizaje continuo, atención al detalle, creatividad"
QA-Tester,NexTI Business Solutions,"Quito, Pichincha",,,tiempo completo,QA,"git, jmeter, postman, playwright, karate, k6, pruebas manuales, pruebas automatizadas, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, gestión del tiempo, creatividad"
Tester QA,Bayteq,"Quito, Pichincha",,,tiempo completo,QA,"c#, selenium, jmeter, postman, soap ui, excel, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, aprendizaje continuo, atención al detalle, creatividad"
QA Manager,Devsu,"Quito, Pichincha",,Remoto,,QA,"excel, scrum, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, inglés avanzado"
Probador De Software (QA) / Investigación Y,BairesDev,"Quito, Pichincha",,,tiempo completo,QA,"excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Ingeniero QA (Ingeniero De Asegurimiento De Calidad),Banco Solidario,"Quito, Pichincha",,Presencial,tiempo completo,QA,"sql, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle"
QA Sr Automation Engineer,Business Partner Technologies S.A,"Quito, Pichincha",,,tiempo completo,QA,"java, javascript, python, sql, git, selenium, jmeter, postman, restful apis, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
QA Engineer Freelance,Bayteq,"Quito, Pichincha",,,,QA,"azure, jmeter, excel, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, aprendizaje continuo, atención al detalle, creatividad"
QA (Quality Assurance),Evaluar Rrhh,"Quito, Pichincha",,,,QA,"pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, orientación a resultados, atención al detalle, proactividad, gestión del tiempo, creatividad, pensamiento crítico"
Trabajo Desde Casa Probador De Software QA Investigación Y Desarrollo Ref. 0027S RD,BairesDev,"Quito, Pichincha",,,tiempo completo,QA,"machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
QA Engineer,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,QA,"sql, azure, git, jira, appium, jmeter, scrum, ci/cd, devops, karate, serenity, k6, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo"
Probador De Software (QA) / Investigación Y,BairesDev,"Quito, Pichincha",,,tiempo completo,QA,"excel, machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
"Technical QA Engineer , Mdm","NinjaOne, LLC","Quito, Pichincha",,Remoto,tiempo completo,QA,"restful apis, machine learning, macos, testing, casos de prueba, test automation, test planning","trabajo en equipo, resolución de problemas, atención al detalle, proactividad"
QA Analyst Senior - Remote Work,BairesDev,"Anywhere, Pichincha",,Remoto,tiempo completo,QA,"sql, excel, microservicios, scrum, ci/cd, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
QA Engineer - Remote - Latin America,FullStack Labs,"Anywhere, Pichincha",,Remoto,tiempo completo,QA,"c++, git, selenium, machine learning, testing, casos de prueba, test automation, test planning","trabajo en equipo, orientación a resultados, atención al detalle, pensamiento crítico, inglés avanzado"
Ingeniero QA (Ingeniero De Asegurimiento De Calidad),Banco Solidario,"Quito, Pichincha",,,tiempo completo,QA,"sql, casos de prueba","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle"
Analista QA,Periferia IT,"Quito, Pichincha",,Presencial,tiempo completo,QA,"azure, scrum, devops, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, liderazgo, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Analista QA,Opción Auto,"Quito, Pichincha",,,tiempo completo,QA,"pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, atención al detalle, pensamiento crítico"
Líder QA,Neoris,"Quito, Pichincha",,,tiempo completo,QA,"java, javascript, aws, azure, git, jira, cypress, appium, jmeter, excel, scrum, ci/cd, devops, serenity, k6, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, pensamiento crítico"
Analista QA,Periferia IT Group,"Quito, Pichincha",,Presencial,tiempo completo,QA,"azure, scrum, devops, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, liderazgo, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
QA Semisenior,Sofka,"Quito, Pichincha",,Híbrido,tiempo completo,QA,"java, python, sql, cypress, scrum, ci/cd, machine learning, karate, serenity, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, pensamiento crítico, mentoría"
Ingeniero QA Sr. - Selenium,Business Partner Technologies S.A.,"Quito, Pichincha",,,tiempo completo,QA,"java, javascript, python, c#, sql, azure, git, selenium, jmeter, postman, restful apis, devops, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, liderazgo, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Analista De Calidad (QA),Tipti S.A.,"Quito, Pichincha",,,tiempo completo,QA,"git, jira, scrum, ci/cd, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo"
QA Automation Senior,Sofka,"Quito, Pichincha",,,tiempo completo,QA,"sql, azure, git, jira, appium, jmeter, excel, scrum, ci/cd, devops, machine learning, karate, serenity, k6, pruebas manuales, pruebas automatizadas, casos de prueba, test automation, test planning","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
QA Automatizador Senior,Sofka,"Quito, Pichincha",,,,QA,"java, javascript, python, sql, azure, git, jira, cypress, appium, jmeter, excel, restful apis, scrum, ci/cd, redis, machine learning, karate, serenity, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, liderazgo, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
QA Software Developer,PartsBadger LLC,"Quito, Pichincha",,Remoto,tiempo completo,QA,"java, javascript, python, php, c#, c++, html/css, sql, excel, scrum, machine learning, casos de prueba, test automation, test planning, desarrollo de software","trabajo en equipo, comunicación, liderazgo, atención al detalle, inglés avanzado"
Trabajo Desde Casa Probador De Software QA Investigación Y Desarrollo Ref. 0027S RD,BairesDev,"Quito, Pichincha",,,tiempo completo,QA,"machine learning, unix, linux, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
QA Automatizador,Tata Consultancy Services,"Quito, Pichincha",,,tiempo completo,QA,"restful apis, scrum, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, orientación a resultados, atención al detalle, inglés avanzado"
QA Automatizador,Neoris,"Quito, Pichincha",,,,QA,"sql, aws, jenkins, git, excel, restful apis, scrum, ci/cd, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, resolución de problemas, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Especialista QA,PPM,"Quito, Pichincha",,,tiempo completo,QA,"java, javascript, c#, azure, docker, jira, selenium, cypress, postman, microservicios, restful apis, scrum, machine learning, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, atención al detalle, comunicación, pensamiento crítico"
QA Automation,Neoris,"Quito, Pichincha",,,tiempo completo,QA,"sql, azure, git, jira, appium, jmeter, ci/cd, karate, serenity, k6, pruebas manuales, pruebas automatizadas, casos de prueba, test automation","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Ingeniero/A QA De Software Quito,Empresa,"Quito, Pichincha",,,tiempo completo,QA,"sql, docker, git, jira, cypress, jmeter, postman, restful apis, scrum, ci/cd, machine learning, linux, windows, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, atención al detalle, comunicación, pensamiento crítico"
