titulo,empresa,ubicacion,modalidad,descripcion,Area
Analista De Contabilidad,Kruger Corporation,"Quito, Pichincha",,"**Detalles de la oferta**:¡TE ESTAMOS BUSCANDO! Forma parte de la familia Kruger Corp, una empresa con presencia internacional, apasionada por la Innovación que transforma vidas. ¡Aplica ahora, si resides en Quito esta oportunidad es para ti! ANALISTA CONTABLE Competencias: Atención al Detalle Resolución de Problemas Capacidad de Análisis Organización y PlanificaciónSOMOS KRUGER Transformamos empresas, impulsamos vidas Habilitamos la 4ta. revolución industrial Somos una compañía multinacional que inició sus actividades en Ecuador en la década de los 90, dedicada a habilitar la 4ta Revolución Industrial, a través de la transformación digital y el uso de tecnologías disruptivas, mediante servicios de consultoría e innovación empresarial, gestión de Talento Humano y Cultura, conceptualización y promoción de proyectos de ingeniería en energía, transporte y medio ambiente.**Requisitos**:Titulado en Ingeniería en Contabilidad y Auditoría (CPA). 3 años de experiência como Analista Contable en empresas de TI Alto nível de conocimiento de NIIF´s y TributaciónBeneficiosExcelente ambiente laboral. Salario competitivo. Capacitación continua. Beneficios propios de la empresa. Cultura disruptiva en una de las mejores empresas empleadoras de Latinoamérica.**Fuente**:Whatjobs_Ppc**Área***:- Otros / Otros***Requisitos**:",Analista de Datos
Analista De Contabilidad,Kruger Corporation,"Quito, Pichincha",,"**Detalles de la oferta**:¡TE ESTAMOS BUSCANDO! Forma parte de la familia Kruger Corp, una empresa con presencia internacional, apasionada por la Innovación que transforma vidas. ¡Aplica ahora, si resides en Quito esta oportunidad es para ti! ANALISTA CONTABLE Competencias: Atención al Detalle Resolución de Problemas Capacidad de Análisis Organización y PlanificaciónSOMOS KRUGER Transformamos empresas, impulsamos vidas Habilitamos la 4ta. revolución industrial Somos una compañía multinacional que inició sus actividades en Ecuador en la década de los 90, dedicada a habilitar la 4ta Revolución Industrial, a través de la transformación digital y el uso de tecnologías disruptivas, mediante servicios de consultoría e innovación empresarial, gestión de Talento Humano y Cultura, conceptualización y promoción de proyectos de ingeniería en energía, transporte y medio ambiente.**Requisitos**:Titulado en Ingeniería en Contabilidad y Auditoría (CPA). 3 años de experiência como Analista Contable en empresas de TI Alto nível de conocimiento de NIIF´s y TributaciónBeneficiosExcelente ambiente laboral. Salario competitivo. Capacitación continua. Beneficios propios de la empresa. Cultura disruptiva en una de las mejores empresas empleadoras de Latinoamérica.**Fuente**:Whatjobs_Ppc**Área***:- Otros / Otros***Requisitos**:",Analista de Datos
TRABAJOS,,,,,Analista de Datos
TRABAJOS,,,,,Analista de Datos
Analista De Desarrollo Organizacional Bilingüe Quito,Empresa,"Quito, Pichincha",,"Responsabilidad: Gestionar de manera integral los procesos de recursos humanos desde la atracción de talento hasta su desarrollo y la evaluación continua de su rendimiento, basada en people analytics. Formación: Tercer nivel en: Administración de Talento Humano, Psicología Organizacional, Comercial o carreras afines. Experiencia: A partir de 3 años en cargos similares. Requisitos Indispensables: - Inglés nivel avanzado. - Excel nivel intermedio – avanzado - People analytics",Analista de Datos
Analista De Selección De Personal,Talenter Ecuador,"Quito, Pichincha",,"Misión del cargo Liderar procesos de reclutamiento y selección end-to-end para posiciones comerciales, operativas y corporativas, asegurando tiempos de respuesta ágiles y calidad en la terna final. Responsabilidades Levantar perfiles con hiring managers y definir perfil, competencias y KPI del rol. Sourcing multicanal (LinkedIn Recruiter, portales locales, referidos, boolean search) y hunting activo. Screening y entrevistas por competencias (STAR/BEI), pruebas técnicas y psicométricas (según rol). Presentación de ternas con informes comparativos y coordinación de entrevistas con el cliente. Gestión de ATS (pipeline, notas, tags, reportes) y cumplimiento de SLA de cada proceso. Verificación de referencias, oferta y cierre del candidato. Reportería semanal: tiempo a cubrir, ratio CV→entrevista→oferta, calidad de contratación. Asegurar cumplimiento legal y buenas prácticas de diversidad e inclusión en cada país. Requisitos 2+ años en reclutamiento y selección idealmente en varios países de Latinoamerica Dominio de entrevistas por competencias, elaboración de informes y manejo de pruebas. Excel/Sheets nivel intermedio (filtros, tablas, métricas). Habilidades: comunicación clara, negociación, organización, orientación a resultados. Show more Show less",Analista de Datos
ANALISTA DE MARKETING - SUZUKI,Centric Ecuador,"Quito, Pichincha",,"Importante empresa del sector automotriz requiere vincular a su equipo de trabajo a un ANALISTA DE MARKETING para la ciudad de Quito. Los candidatos deberán acreditar formación académica en Marketing – Comercial, Publicidad, Comunicación Social o carreras afines. Con experiencia de unos 2 a 3 años en cargos similares, en empresas del sector automotriz. Es importante que tengan conocimiento en marketing Digital, ATL-BTL. La persona será responsable de realizar la gestión de proyectos (Actividades, Timing, Presupuesto, Facturas), gestión y monitoreo de material promocional, Benchmark competencia. Reportes y análisis de datos, así como negociaciones con proveedores. Se evaluarán competencias enfocadas a Trabajo en Equipo, Trabajo Bajo Presión, Cumplimiento de Objetivos, entre otros. Se oferta una Remuneración Competitiva en el mercado, junto con beneficios corporativos y beneficios de ley Requisitos Los candidatos deberán acreditar formación académica en Marketing – Comercial, Publicidad, Comunicación Social o carreras afines. Con experiencia de unos 2 a 3 años en cargos similares, en empresas del sector automotriz. Es importante que tengan conocimiento en marketing Digital, ATL-BTL. Beneficios Se oferta una Remuneración Competitiva en el mercado, junto con beneficios corporativos y beneficios de ley Bienvenidos a Centric. Fue fundado en el año 2021, nosotros lideramos la estrategia administrativa para que las empresas se enfoquen en la estrategia del negocio. Contamos con el respaldo del grupo Baca y Vásquez. Actualmente trabajamos con diferentes empresas que se enfocan en diversos sectores automotrices, entre ellos la venta de vehículos, compra y venta de vehículos multimarca, venta de repuestos automotrices, venta de planes de compra programada y talleres para mantenimientos de vehículos. Manejamos marcas conocidas como Toyota, Opel, Changan, Peugeot, Suzuki, Mansuera, Certero.",Analista de Datos
Analista De Procesos Aduaneros,Fma Agencia De Aduana,"Quito, Pichincha",,"**Detalles de la oferta**:- **Detalles de la oferta**:Actividades**: - Realizar informes de criterio de clasificación para ser utilizados en la solicitud de clasificación de criterio vinculante emitido por el SENAE, o solicitados por el cliente.- Resolver consultas de clasificación arancelaria solicitadas por el cliente interno o externo.**Conocimientos**:- Clasificación arancelaria- Legislación Aduanera**Requisitos**:- Experiência 2 años comercio exterior (clasificación arancelaria) (de preferencia de Agencia de Aduana)- Tecnología / Licenciatura Comercio Exterior y/ o afines- Residencia en Quito**Nível Jerárquico**:Empleado- **Salario Nominal**:Desde $ 800 Hasta $ 800- **Horario**:8:00 a 17:00**Fuente**:Whatjobs_Ppc**Área***:- Administración de Empresas / Administración de Empresas en General***Requisitos**:**Conocimientos***:",Analista de Datos
Analista De Seguridad Al Paciente,Hospital Vozandes Quito Hvq S.A,"Quito, Pichincha",,"Publicidad***Detalles de la oferta**:Analista de Seguridad al Paciente: Requisitos: Formacin acadmica / educacin: Tercer nível en carreras afines a la salud (medicina, licenciatura, medicina general)Conocimientos adicionales / cursos: Manejo de herramientasOtras competencias:EmpataLiderazgo e influenciaCreatividad e innovacinCapacidad de anlisisOrientacin a ResultadosComunicacinPlanificacin y ControlOrientacin de Servicio al ClienteAos de experiência: 3 aos**Fuente**:Evaluar",Analista de Datos
Analista De Marketing,Induvallas Publicidad Exterior,"Quito, Pichincha",,"Induvallas es la empresa líder de Publicidad Exterior a nivel nacional. Nuestro objetivo es brindar experiencias únicas a nuestros clientes. Somos un equipo con muy buen ambiente laboral. Estamos siempre buscando personas con ganas de crear en cada momento, apasionadas por lo que hacen, y sobre todo, que quieran jugar en equipo. ¿Te quieres sumar? Tenemos una nueva oportunidad para ti, estamos buscando un especialista en Marketing, para nuestro equipo en Quito, Ecuador. ¿Qué desafíos te esperan? Serás responsable de ejecutar las campañas de Marketing para Induvallas. Crear estrategias de mercadeo y ejecutarlas. Manejo pauta de redes sociales (Instagram, Facebook, LinkedIn). Entender los flows del proceso de compra de los usuarios que generen conversión y engagement. Analizar resultados de campañas, desarrollar benchmarks y reportes. Ejecutar la estrategia de mercadeo en terreno con el fin de cumplir con los objetivos del área. Benchmark constante de las acciones de la competencia. Gestionar piezas de comunicación para las campañas. Manejo de CRM. Manejo de pautas en estrategias digitales. Creación de blogs para página web. Logística y coordinación para eventos. ¿Qué tendrás que aportar? Profesional de carreras como Marketing, Comunicación, Publicidad. Experiencia en manejo de redes y campañas publicitarias. Experiencia en customer marketing o customer engagement. Habilidades analíticas, hábil para crear estrategias basadas en datos y campañas de principio a fin de ejecución y trabajo bajo presión. Evidencia de resultados de tests y desarrollo de campañas. Persona organizada, independiente y con habilidad multi-task. Capacidad de priorizar objetivos, identificar necesidades de recursos, desarrollar y comunicar casos de negocios y planes de implementación. Que podes esperar de Induvallas: Aprender en un ambiente dinámico, donde puedes explorar tu potencial y tus ideas al máximo. Trabajar jugando en equipo, compartiendo conocimiento, experiencias y desafíos. Tener la capacidad de generar impacto y crear en cada momento. Un lugar donde puedas ser quien eres y disfrutar lo que haces todos los días. Flexibilidad y autonomía para definir junto con tu equipo la mejor manera de trabajar. Contratación por honorarios los 3 primeros meses.",Analista de Datos
